Format Version,1.22,Take Name,Section1 No1,Capture Frame Rate,256,Export Frame Rate,256,Capture Start Time,2019-12-12 06.16.58.606 ÂçàÂæ?Total Frames in Take,33104,Total Exported Frames,33104,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Glob,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.023438,0.000242,1.80E-05,-1.80E-05,-1,-48.233784,-4.993959,31.626764,0.074974,-98.901276,-5.355596,81.031662,0.982511,1.857124,-4.856,82.810043,0.979923,2.251461,-4.65934,-17.293242,0.97326,-98.142456,-5.1049,-20.041407,0.989331,-98.893036,-5.385261,81.009804,1.920854,-4.892466,82.778511,2.184459,-4.593094,-17.19532,-98.150917,-5.102412,-20.080959,,,,,,,,,,,,,,,,,,
7,0.027344,0.000167,2.80E-05,-0.000112,-1,-48.231102,-5.59734,31.628813,0.072155,-98.899467,-5.975922,81.0327,0.983369,1.858816,-5.457681,82.813057,0.980257,2.255008,-5.245883,-17.290182,0.973109,-98.138763,-5.709874,-20.040321,0.99111,-98.891754,-6.005274,81.009949,1.91982,-5.494942,82.77507,2.192572,-5.181565,-17.190283,-98.147682,-5.705007,-20.074442,,,,,,,,,,,,,,,,,,
8,0.03125,0.000213,2.30E-05,-5.10E-05,-1,-48.227699,-6.165867,31.632282,0.073412,-98.895699,-6.533695,81.036629,0.983178,1.862656,-6.0275,82.816101,0.981066,2.258048,-5.825097,-17.287169,0.972071,-98.135796,-6.277177,-20.036425,0.990273,-98.885666,-6.56594,81.01487,1.920942,-6.06031,82.779579,2.190266,-5.759681,-17.187786,-98.14006,-6.273691,-20.072369,,,,,,,,,,,,,,,,,,
9,0.035156,0.000202,3.00E-06,-1.00E-05,-1,-48.217079,-6.738288,31.63518,0.071457,-98.883133,-7.103037,81.041542,0.983511,1.875341,-6.605124,82.816994,0.981305,2.266735,-6.400593,-17.286282,0.973469,-98.127266,-6.844399,-20.031534,0.990258,-98.872078,-7.135971,81.019646,1.932989,-6.636836,82.784363,2.202137,-6.33805,-17.189846,-98.134857,-6.83991,-20.06872,,,,,,,,,,,,,,,,,,
10,0.039063,0.000137,-1.40E-05,-5.20E-05,-1,-48.211639,-7.277639,31.638693,0.073147,-98.875969,-7.65308,81.04673,0.983051,1.882508,-7.146934,82.818825,0.979627,2.270475,-6.92933,-17.284437,0.973266,-98.123573,-7.381213,-20.026337,0.990908,-98.870636,-7.681678,81.027184,1.94439,-7.183946,82.777649,2.210043,-6.867114,-17.183037,-98.132721,-7.375498,-20.062197,,,,,,,,,,,,,,,,,,
11,0.042969,0.000109,-2.50E-05,-4.10E-05,-1,-48.205711,-7.775232,31.640728,0.075297,-98.868919,-8.152423,81.049911,0.982721,1.88962,-7.648559,82.81971,0.979454,2.275284,-7.425198,-17.283552,0.971488,-98.118843,-7.874751,-20.023151,0.991039,-98.859398,-8.188097,81.022461,1.953813,-7.68504,82.781532,2.20842,-7.358826,-17.178572,-98.12915,-7.865962,-20.056992,,,,,,,,,,,,,,,,,,
12,0.046875,0.000138,-4.70E-05,1.20E-05,-1,-48.210278,-8.235559,31.644117,0.072072,-98.871353,-8.60445,81.055542,0.983434,1.887303,-8.111253,82.8209,0.980319,2.268609,-7.893777,-17.282389,0.972863,-98.125664,-8.33276,-20.017576,0.991311,-98.861366,-8.64086,81.029793,1.94829,-8.143744,82.7845,2.205364,-7.832397,-17.181686,-98.136627,-8.322489,-20.051195,,,,,,,,,,,,,,,,,,
13,0.050781,0.000108,-3.90E-05,-4.00E-06,-1,-48.218906,-8.645421,31.64699,0.072692,-98.880814,-9.018901,81.057549,0.983157,1.877818,-8.522577,82.824615,0.978526,2.2608,-8.299085,-17.278652,0.973426,-98.13343,-8.741121,-20.015541,0.9922,-98.877747,-9.051041,81.03196,1.944651,-8.560656,82.782661,2.202589,-8.23962,-17.175083,-98.147842,-8.727373,-20.046333,,,,,,,,,,,,,,,,,,
14,0.054688,4.30E-05,-5.10E-05,-2.60E-05,-1,-48.225243,-9.001881,31.646538,0.0769,-98.885902,-9.383983,81.058289,0.982315,1.872733,-8.883433,82.822945,0.977668,2.253231,-8.646992,-17.280302,0.971118,-98.141037,-9.093115,-20.014774,0.991998,-98.882256,-9.414403,81.032143,1.94125,-8.926957,82.775421,2.190825,-8.58025,-17.169333,-98.153549,-9.082602,-20.046326,,,,,,,,,,,,,,,,,,
15,0.058594,5.90E-05,-2.30E-05,-3.00E-05,-1,-48.228992,-9.292773,31.651072,0.078597,-98.892426,-9.673763,81.05999,0.982075,1.866106,-9.172328,82.830276,0.978474,2.252225,-8.938982,-17.272945,0.969582,-98.141876,-9.386019,-20.013042,0.991271,-98.882072,-9.715435,81.030876,1.931823,-9.206923,82.786568,2.183459,-8.872724,-17.160139,-98.152954,-9.372231,-20.047064,,,,,,,,,,,,,,,,,,
16,0.0625,0.000112,-3.30E-05,-1.70E-05,-1,-48.24176,-9.507477,31.657215,0.077049,-98.904236,-9.881802,81.067162,0.982328,1.854345,-9.382905,82.835434,0.979167,2.238512,-9.160296,-17.26783,0.970763,-98.15567,-9.604907,-20.005907,0.990693,-98.893234,-9.918437,81.042007,1.917263,-9.418538,82.794327,2.171436,-9.093299,-17.158945,-98.166496,-9.596183,-20.042675,,,,,,,,,,,,,,,,,,
17,0.066406,0.000157,-3.10E-05,2.40E-05,-1,-48.246319,-9.667922,31.655441,0.072603,-98.909035,-10.033644,81.065208,0.983516,1.849577,-9.542894,82.83387,0.981229,2.234191,-9.329285,-17.269417,0.971467,-98.160011,-9.765865,-20.007889,0.991185,-98.894844,-10.076373,81.038071,1.906703,-9.56968,82.798012,2.16639,-9.267563,-17.166981,-98.168358,-9.753855,-20.041462,,,,,,,,,,,,,,,,,,
18,0.070313,0.000138,-2.10E-05,-6.00E-06,-1,-48.245209,-9.75668,31.660814,0.076899,-98.908867,-10.127407,81.06958,0.982374,1.849689,-9.630595,82.840225,0.979913,2.236232,-9.413068,-17.263048,0.970785,-98.15789,-9.855652,-20.003502,0.990029,-98.901497,-10.163852,81.047829,1.911555,-9.662517,82.79966,2.165957,-9.348722,-17.159018,-98.160919,-9.84783,-20.03973,,,,,,,,,,,,,,,,,,
19,0.074219,0.000141,-2.40E-05,-3.60E-05,-1,-48.240547,-9.778496,31.662483,0.074223,-98.903908,-10.151913,81.071526,0.983139,1.854621,-9.649009,82.841621,0.980644,2.240613,-9.432201,-17.261658,0.970894,-98.153503,-9.880862,-20.001553,0.991101,-98.891907,-10.194154,81.043205,1.914762,-9.677611,82.804924,2.170746,-9.368846,-17.158075,-98.160507,-9.868727,-20.034081,,,,,,,,,,,,,,,,,,
20,0.078125,0.000138,-3.20E-05,-5.10E-05,-1,-48.234276,-9.725312,31.661108,0.076575,-98.896759,-10.100532,81.071053,0.982639,1.861792,-9.594677,82.839355,0.98017,2.245996,-9.377222,-17.263924,0.96977,-98.148155,-9.828817,-20.002045,0.990846,-98.883392,-10.140576,81.045242,1.920847,-9.625978,82.797791,2.175664,-9.30958,-17.154892,-98.155525,-9.819336,-20.037333,,,,,,,,,,,,,,,,,,
21,0.082031,0.000127,-6.00E-05,9.00E-06,-1,-48.233498,-9.595675,31.660069,0.076813,-98.893288,-9.965856,81.072815,0.982439,1.865424,-9.472186,82.835541,0.9799,2.244107,-9.252612,-17.267756,0.970534,-98.150246,-9.692045,-20.000317,0.990314,-98.88369,-10.006883,81.047905,1.927422,-9.501101,82.796631,2.173207,-9.188914,-17.162352,-98.155792,-9.680126,-20.035719,,,,,,,,,,,,,,,,,,
22,0.085938,7.40E-05,-5.40E-05,-4.30E-05,-1,-48.226902,-9.401693,31.656313,0.076748,-98.887283,-9.782428,81.068367,0.982405,1.871351,-9.278418,82.832443,0.979742,2.251301,-9.048148,-17.270819,0.970843,-98.142967,-9.49778,-20.004723,0.990261,-98.87748,-9.819451,81.044693,1.933279,-9.310911,82.792908,2.182191,-8.982669,-17.164993,-98.149666,-9.489795,-20.041393,,,,,,,,,,,,,,,,,,
23,0.089844,2.80E-05,-4.70E-05,-4.90E-05,-1,-48.229137,-9.137528,31.657179,0.078709,-98.890228,-9.523458,81.068466,0.982083,1.868382,-9.018337,82.834038,0.978349,2.249766,-8.778833,-17.269201,0.969368,-98.14447,-9.229482,-20.004581,0.991492,-98.883766,-9.557655,81.040451,1.934983,-9.05849,82.787827,2.180404,-8.708618,-17.15679,-98.15226,-9.220339,-20.03614,,,,,,,,,,,,,,,,,,
24,0.09375,5.20E-05,-3.90E-05,-3.70E-05,-1,-48.231892,-8.802814,31.659115,0.0748,-98.893684,-9.185093,81.069695,0.982702,1.864899,-8.682357,82.836678,0.978399,2.24771,-8.447745,-17.266556,0.97245,-98.146484,-8.896063,-20.003359,0.991649,-98.887894,-9.215312,81.042854,1.93227,-8.724297,82.795731,2.18622,-8.38235,-17.16057,-98.160522,-8.88723,-20.036236,,,,,,,,,,,,,,,,,,
25,0.097656,0.000104,-1.30E-05,1.50E-05,-1,-48.234367,-8.413576,31.652704,0.070388,-98.898796,-8.785465,81.060677,0.983707,1.859751,-8.292973,82.832886,0.980427,2.247836,-8.068827,-17.270361,0.974175,-98.146263,-8.507042,-20.012379,0.991303,-98.893372,-8.820492,81.038017,1.921259,-8.323321,82.796837,2.187055,-8.013279,-17.174242,-98.155418,-8.494944,-20.044876,,,,,,,,,,,,,,,,,,
26,0.101563,0.000171,-3.50E-05,2.60E-05,-1,-48.230511,-7.957973,31.648237,0.07314,-98.892761,-8.322143,81.058502,0.983297,1.865879,-7.831679,82.82618,0.980534,2.249535,-7.620874,-17.277107,0.971829,-98.144699,-8.057199,-20.014618,0.9912,-98.881218,-8.358227,81.036186,1.923222,-7.863117,82.784958,2.185802,-7.557926,-17.172586,-98.153946,-8.048435,-20.050037,,,,,,,,,,,,,,,,,,
27,0.105469,0.000125,-2.00E-06,-6.30E-05,-1,-48.232876,-7.466901,31.646252,0.073736,-98.898308,-7.844662,81.053139,0.983115,1.860123,-7.336315,82.827507,0.979456,2.250332,-7.116287,-17.27574,0.971897,-98.143646,-7.570339,-20.019896,0.991796,-98.894279,-7.877956,81.029144,1.923735,-7.371855,82.783661,2.186747,-7.054682,-17.171972,-98.150726,-7.559572,-20.050259,,,,,,,,,,,,,,,,,,
28,0.109375,0.000141,1.10E-05,-2.80E-05,-1,-48.228893,-6.93459,31.645048,0.071724,-98.895645,-7.307191,81.050621,0.983398,1.862772,-6.805992,82.827614,0.979693,2.255619,-6.589108,-17.275631,0.973673,-98.138313,-7.036069,-20.0224,0.991512,-98.888268,-7.333834,81.027725,1.92485,-6.846367,82.788589,2.196565,-6.524071,-17.174314,-98.151489,-7.031448,-20.056549,,,,,,,,,,,,,,,,,,
29,0.113281,0.000209,1.10E-05,-4.60E-05,-1,-48.223644,-6.356658,31.643356,0.074401,-98.890419,-6.724334,81.04895,0.982929,1.867987,-6.21925,82.825928,0.981521,2.260894,-6.016043,-17.277346,0.971822,-98.133026,-6.467008,-20.024117,0.989326,-98.878769,-6.752582,81.032562,1.922693,-6.252782,82.788239,2.192176,-5.947141,-17.177576,-98.134949,-6.469865,-20.064672,,,,,,,,,,,,,,,,,,
30,0.117188,0.000112,1.00E-05,-0.000104,-1,-48.222473,-5.768706,31.637043,0.071944,-98.88913,-6.151905,81.042633,0.983541,1.869213,-5.635502,82.819572,0.979724,2.26194,-5.412681,-17.283659,0.972476,-98.131927,-5.874734,-20.030373,0.992314,-98.88401,-6.182778,81.016983,1.932051,-5.673467,82.777084,2.200369,-5.349455,-17.180967,-98.141289,-5.865587,-20.059408,,,,,,,,,,,,,,,,,,
31,0.121094,0.000215,1.90E-05,-3.60E-05,-1,-48.219563,-5.15731,31.634151,0.071824,-98.887161,-5.523398,81.038925,0.983439,1.871228,-5.020301,82.817551,0.980991,2.265789,-4.818273,-17.285719,0.973268,-98.128105,-5.26727,-20.034138,0.990478,-98.878555,-5.553693,81.01693,1.930984,-5.054906,82.783226,2.2006,-4.754194,-17.189335,-98.134254,-5.263916,-20.069065,,,,,,,,,,,,,,,,,,
32,0.125,0.000246,2.40E-05,-2.50E-05,-1,-48.221573,-4.520133,31.629551,0.072572,-98.889641,-4.882152,81.033867,0.983363,1.86874,-4.381021,82.813416,0.980809,2.264246,-4.185131,-17.289865,0.97243,-98.129631,-4.632228,-20.039204,0.990826,-98.880157,-4.915327,81.011223,1.927786,-4.413868,82.776016,2.198774,-4.121178,-17.189989,-98.13623,-4.626285,-20.073597,,,,,,,,,,,,,,,,,,
33,0.128906,0.000231,3.20E-05,-0.000129,-1,-48.225849,-3.910002,31.627361,0.074703,-98.894638,-4.283927,81.030846,0.982828,1.863603,-3.762014,82.812042,0.979551,2.260685,-3.563146,-17.291229,0.971884,-98.133041,-4.030923,-20.042212,0.991033,-98.885689,-4.31248,81.008202,1.925196,-3.801745,82.770203,2.197193,-3.495245,-17.185614,-98.143204,-4.027308,-20.077919,,,,,,,,,,,,,,,,,,
34,0.132813,0.000273,2.80E-05,-4.50E-05,-1,-48.232464,-3.281589,31.627934,0.074791,-98.900955,-3.642917,81.031815,0.982697,1.857385,-3.137672,82.812233,0.98073,2.253775,-2.947258,-17.29105,0.972481,-98.14006,-3.398509,-20.041265,0.989301,-98.886757,-3.675081,81.01123,1.915761,-3.171062,82.779137,2.186514,-2.8798,-17.190329,-98.149132,-3.397018,-20.083189,,,,,,,,,,,,,,,,,,
35,0.136719,0.000202,5.00E-05,-8.60E-05,-1,-48.239872,-2.70326,31.622499,0.074887,-98.910439,-3.07577,81.02417,0.983027,1.847785,-2.562621,82.80896,0.98087,2.248421,-2.357832,-17.294285,0.97042,-98.145248,-2.816818,-20.048834,0.990796,-98.897774,-3.103451,81.003639,1.903126,-2.601181,82.764893,2.180955,-2.28485,-17.187454,-98.149986,-2.818806,-20.085238,,,,,,,,,,,,,,,,,,
36,0.140625,0.000208,6.10E-05,-0.000109,-1,-48.235077,-2.168566,31.618454,0.076463,-98.906723,-2.54279,81.019012,0.982467,1.851443,-2.024902,82.806015,0.979458,2.254281,-1.821426,-17.297228,0.970971,-98.139313,-2.285148,-20.05398,0.990641,-98.896591,-2.573843,80.996246,1.912806,-2.062829,82.763863,2.1879,-1.752448,-17.189276,-98.148521,-2.280881,-20.090956,,,,,,,,,,,,,,,,,,
37,0.144531,0.000303,5.80E-05,-7.50E-05,-1,-48.227009,-1.656414,31.619013,0.073466,-98.898376,-2.017833,81.019951,0.982979,1.859844,-1.50643,82.806229,0.980342,2.262071,-1.321975,-17.297045,0.97313,-98.131569,-1.77942,-20.053093,0.990084,-98.887375,-2.049778,81.001663,1.918051,-1.539265,82.768433,2.199936,-1.259991,-17.195513,-98.141884,-1.774191,-20.093401,,,,,,,,,,,,,,,,,,
38,0.148438,0.000202,5.40E-05,-0.000101,-1,-48.215343,-1.206006,31.616934,0.07281,-98.886368,-1.579978,81.01812,0.983948,1.871828,-1.063748,82.803871,0.982505,2.273396,-0.85912,-17.299374,0.968437,-98.120224,-1.321177,-20.054876,0.9923,-98.86467,-1.624949,80.987679,1.921605,-1.090194,82.761566,2.201358,-0.789769,-17.189638,-98.12574,-1.312012,-20.085011,,,,,,,,,,,,,,,,,,
39,0.152344,0.000134,5.20E-05,-7.60E-05,-1,-48.209671,-0.816442,31.618048,0.076547,-98.880455,-1.194626,81.019455,0.982867,1.877777,-0.683751,82.804733,0.980525,2.278835,-0.465401,-17.298475,0.968493,-98.11483,-0.921989,-20.053516,0.991568,-98.864807,-1.226156,80.996117,1.932209,-0.722472,82.755119,2.210019,-0.390152,-17.184229,-98.120766,-0.921184,-20.088371,,,,,,,,,,,,,,,,,,
40,0.15625,0.000194,3.10E-05,-3.90E-05,-1,-48.204659,-0.479343,31.622187,0.076229,-98.873436,-0.847839,81.025734,0.982744,1.884907,-0.344102,82.806793,0.980305,2.281856,-0.137919,-17.296463,0.969759,-98.111954,-0.587512,-20.047304,0.990963,-98.862244,-0.884775,80.99839,1.945809,-0.378204,82.766388,2.20976,-0.069045,-17.189983,-98.116356,-0.581033,-20.079809,,,,,,,,,,,,,,,,,,
41,0.160156,0.000251,3.40E-05,-3.80E-05,-1,-48.197975,-0.204005,31.622503,0.07838,-98.867012,-0.566808,81.02581,0.982087,1.891326,-0.063049,82.80735,0.979805,2.2888,0.131782,-17.295916,0.969888,-98.104996,-0.317944,-20.047239,0.98984,-98.854156,-0.602563,81.00164,1.952432,-0.097788,82.768089,2.216692,0.20227,-17.187647,-98.111641,-0.313905,-20.085752,,,,,,,,,,,,,,,,,,
42,0.164063,0.000291,3.50E-05,-2.60E-05,-1,-48.196831,-0.001292,31.625149,0.079449,-98.865982,-0.358829,81.028389,0.981945,1.892365,0.142488,82.810089,0.979776,2.290055,0.329271,-17.293196,0.968892,-98.103752,-0.1181,-20.044685,0.989938,-98.853851,-0.391935,81.005859,1.952033,0.10561,82.766388,2.216869,0.403038,-17.182026,-98.107849,-0.116506,-20.082985,,,,,,,,,,,,,,,,,,
43,0.167969,0.00024,4.10E-05,-4.00E-05,-1,-48.199497,0.125713,31.624392,0.075031,-98.869286,-0.238302,81.026924,0.983139,1.88902,0.265718,82.810013,0.981084,2.288021,0.462702,-17.293253,0.969499,-98.105743,0.012736,-20.046118,0.991247,-98.852631,-0.277244,81.000557,1.944235,0.233996,82.768349,2.217617,0.53205,-17.184359,-98.112572,0.019245,-20.080427,,,,,,,,,,,,,,,,,,
44,0.171875,0.000219,3.00E-05,-8.50E-05,-1,-48.208046,0.174232,31.625397,0.07877,-98.876671,-0.196395,81.029076,0.982152,1.881622,0.316583,82.809883,0.979919,2.278321,0.517796,-17.29339,0.968855,-98.115456,0.058945,-20.043966,0.990303,-98.864273,-0.230139,81.007851,1.939685,0.280544,82.763313,2.207033,0.589819,-17.181345,-98.119469,0.061627,-20.081875,,,,,,,,,,,,,,,,,,
45,0.175781,0.000243,4.90E-05,-5.80E-05,-1,-48.214649,0.147958,31.624653,0.078298,-98.885223,-0.217609,81.026367,0.982441,1.873035,0.290027,82.811089,0.980647,2.273649,0.486493,-17.292175,0.967969,-98.120056,0.032919,-20.046663,0.990645,-98.870132,-0.25435,81.002487,1.928688,0.256558,82.765076,2.199492,0.560127,-17.179544,-98.122589,0.036336,-20.082529,,,,,,,,,,,,,,,,,,
46,0.179688,0.000245,4.90E-05,-1.90E-05,-1,-48.211857,0.04306,31.622808,0.076022,-98.88237,-0.31833,81.02462,0.982909,1.87593,0.181501,82.809151,0.980884,2.276376,0.377436,-17.294117,0.969143,-98.117363,-0.068366,-20.048414,0.991041,-98.866936,-0.356136,80.998573,1.931984,0.148463,82.766846,2.204745,0.448291,-17.184618,-98.122581,-0.0632,-20.082916,,,,,,,,,,,,,,,,,,
47,0.183594,0.000268,6.20E-05,-1.90E-05,-1,-48.209282,-0.138002,31.621338,0.076,-98.881096,-0.49722,81.021835,0.982615,1.877163,0.002732,82.808975,0.980335,2.280231,0.194224,-17.294281,0.970901,-98.113441,-0.251742,-20.051186,0.990148,-98.870163,-0.529387,81.000336,1.936125,-0.032248,82.768936,2.211266,0.262473,-17.189297,-98.118942,-0.248966,-20.088737,,,,,,,,,,,,,,,,,,
48,0.1875,0.000222,4.90E-05,-1.00E-05,-1,-48.208652,-0.39047,31.623203,0.074438,-98.87925,-0.753267,81.024918,0.983128,1.879059,-0.255316,82.809616,0.980851,2.279662,-0.054706,-17.293625,0.970582,-98.11409,-0.49859,-20.048098,0.991002,-98.864952,-0.791024,81.000084,1.935938,-0.2864,82.769348,2.211312,0.010858,-17.187649,-98.121437,-0.491593,-20.083212,,,,,,,,,,,,,,,,,,
49,0.191406,0.000195,3.60E-05,-6.50E-05,-1,-48.205971,-0.703131,31.620131,0.073447,-98.875229,-1.074091,81.02314,0.983526,1.883056,-0.565236,82.805244,0.980899,2.281033,-0.359251,-17.297998,0.969977,-98.11274,-0.813947,-20.049873,0.992152,-98.861259,-1.108963,80.999405,1.937278,-0.599195,82.757919,2.215575,-0.291578,-17.188238,-98.12027,-0.807306,-20.082079,,,,,,,,,,,,,,,,,,
50,0.195313,0.000182,5.20E-05,-9.90E-05,-1,-48.202168,-1.071313,31.617567,0.072879,-98.872932,-1.447128,81.019012,0.983866,1.885273,-0.931328,82.80423,0.981932,2.286315,-0.722603,-17.298992,0.968955,-98.107338,-1.184193,-20.05398,0.992368,-98.853722,-1.486138,80.990395,1.936856,-0.963082,82.7603,2.216745,-0.65137,-17.189096,-98.113594,-1.178269,-20.084555,,,,,,,,,,,,,,,,,,
51,0.199219,0.000304,3.60E-05,-8.80E-05,-1,-48.201611,-1.497069,31.619627,0.071414,-98.870819,-1.859715,81.022766,0.983819,1.887459,-1.345695,82.804672,0.982357,2.285339,-1.161407,-17.29862,0.971749,-98.108429,-1.621461,-20.05031,0.990662,-98.854362,-1.899984,81.001663,1.938747,-1.370283,82.767509,2.218601,-1.10013,-17.198071,-98.11377,-1.614134,-20.087111,,,,,,,,,,,,,,,,,,
